true_prevalence,epsilon,seed,is_null_condition,noisy_count,noisy_proportion,ci_lower,ci_upper,detected
0.005,0.05,151599064,False,38,0.008258582114600333,0.0,0.021227120095353536,True
0.005,0.05,1712218086,False,22,0.004728254927264618,0.0,0.01769679290801782,True
0.005,0.05,1157489520,False,71,0.01540664069669193,0.0024381027159387277,0.028375178677445136,True
0.005,0.05,1962118054,False,0,0.0,0.0,0.012968537980753203,True
0.005,0.05,1196800890,False,0,0.0,0.0,0.012968537980753203,True
0.005,0.05,566243822,False,28,0.006151611225718621,0.0,0.019120149206471825,True
0.005,0.05,1440803516,False,22,0.004794266886020143,0.0,0.017762804866773348,True
0.005,0.05,825522312,False,31,0.006645842001357478,0.0,0.019614379982110682,True
0.005,0.05,1728682694,False,18,0.0038130743312446078,0.0,0.01678161231199781,True
0.005,0.05,1914798033,False,63,0.01373557877200373,0.000767040791250527,0.026704116752756933,True
0.005,0.05,2131157541,False,42,0.009179697669021401,0.0,0.022148235649774604,True
0.005,0.05,475960282,False,18,0.003883309371020606,0.0,0.016851847351773808,True
0.005,0.05,962569612,False,14,0.0029890897102680773,0.0,0.01595762769102128,True
0.005,0.1,1956340558,False,22,0.0048474703272781165,0.0,0.011331739317654719,True
0.005,0.1,1061751420,False,24,0.005140391925474455,0.0,0.011624660915851057,True
0.005,0.1,516378548,False,27,0.00593240387561705,0.0,0.012416672865993652,True
0.005,0.1,1522003642,False,35,0.007481990252059832,0.0009977212616832307,0.013966259242436434,True
0.005,0.1,800945845,False,27,0.005860826880697372,0.0,0.012345095871073974,True
0.005,0.1,1687595697,False,20,0.00441009112808267,0.0,0.010894360118459272,True
0.005,0.1,1795153966,False,19,0.004196021448547151,0.0,0.010680290438923754,True
0.005,0.1,1724026589,False,10,0.002215660857992033,0.0,0.008699929848368634,True
0.005,0.1,4550430,False,35,0.007518348725550311,0.0010340797351737095,0.014002617715926913,True
0.005,0.1,1411354601,False,25,0.005493870625998154,0.0,0.011978139616374756,True
0.005,0.1,1306238299,False,48,0.01040418281754188,0.003919913827165278,0.01688845180791848,True
0.005,0.1,1061549499,False,23,0.004889236278782225,0.0,0.011373505269158826,True
0.005,0.1,1707070159,False,6,0.0013562664330227835,0.0,0.007840535423399384,True
0.005,0.1,2107181082,False,44,0.009611103791340402,0.0031268348009638007,0.016095372781717004,True
0.005,0.1,1478550301,False,25,0.0053342492094764805,0.0,0.011818518199853082,True
0.005,0.1,1775347871,False,20,0.004264923571733423,0.0,0.010749192562110025,True
0.005,0.1,1864724961,False,32,0.00685744946586428,0.0003731804754876786,0.01334171845624088,True
0.005,0.1,1592640681,False,0,0.0,0.0,0.0064842689903766015,True
0.005,0.1,1526482834,False,25,0.005350702547192058,0.0,0.01183497153756866,True
0.005,0.1,676907633,False,22,0.0047688072929738725,0.0,0.011253076283350474,True
0.005,0.1,801901900,False,23,0.005037779311303956,0.0,0.011522048301680557,True
0.005,0.1,1449426098,False,31,0.006784892909876411,0.0003006239194998095,0.013269161900253013,True
0.005,0.1,741227834,False,32,0.006898096664258675,0.0004138276738820737,0.013382365654635277,True
0.005,0.1,1275591281,False,47,0.01011101878287893,0.003626749792502328,0.01659528777325553,True
0.005,0.1,1282241362,False,32,0.006910367522583853,0.0004260985322072511,0.013394636512960453,True
0.005,0.1,311855420,False,0,0.0,0.0,0.0064842689903766015,True
0.005,0.1,2081068993,False,2,0.0005113645748410796,0.0,0.006995633565217681,True
0.005,0.1,126716724,False,25,0.005380504738011098,0.0,0.0118647737283877,True
0.005,0.1,1971109947,False,16,0.0033613219704623763,0.0,0.009845590960838977,True
0.005,0.1,733034270,False,46,0.010012127830834522,0.0035278588404579203,0.016496396821211123,True
0.005,0.2,1772718216,False,24,0.00509387036760741,0.0018517358724191094,0.008336004862795711,True
0.005,0.2,46065366,False,20,0.004353918266817547,0.0011117837716292465,0.007596052762005848,True
0.005,0.2,1778096692,False,39,0.008535433491199118,0.005293298996010817,0.011777567986387419,True
0.005,0.2,1729602305,False,29,0.00621547029013235,0.0029733357949440495,0.00945760478532065,True
0.005,0.2,1638899556,False,29,0.006227631606375577,0.0029854971111872766,0.009469766101563878,True
0.005,0.2,259053238,False,23,0.004940514813843103,0.0016983803186548024,0.008182649309031405,True
0.005,0.2,2056449947,False,31,0.006691499873711896,0.0034493653785235955,0.009933634368900197,True
0.005,0.2,1833196542,False,16,0.003546016639260053,0.00030388214407175203,0.006788151134448354,True
0.005,0.2,395441701,False,13,0.0028479082213540923,0.0,0.0060900427165423935,True
0.005,0.2,886029013,False,25,0.005476602105807278,0.0022344676106189777,0.00871873660099558,True
0.005,0.2,1637217282,False,15,0.0032729719508582723,3.083745566997151e-05,0.006515106446046573,True
